Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,Monterey Park,Female,0,2810,No,0,29,14.46,25,Yes,Yes,No,Yes,0.0,0,419.34,2153.84,42,0,3
Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,Monterey Park,Female,0,6211,Yes,7,65,19.58,26,Yes,No,Yes,Yes,0.0,0,1272.7,8320.2,65,3,4
No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,Mt Baldy,Female,0,3033,No,0,8,8.73,28,Yes,No,No,Yes,0.0,0,69.84,642.99,37,0,3
Yes,61,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,Ontario,Male,0,6015,Yes,2,61,11.53,0,No,No,No,No,0.0,0,703.33,2241.93,48,0,4
No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,Ontario,Female,0,2636,No,0,45,6.9,20,Yes,No,No,Yes,0.0,0,310.5,4770.3,68,0,4
Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,Montclair,Male,0,4750,Yes,5,72,17.49,12,Yes,No,Yes,No,0.0,130,1259.28,8848.28,35,1,5
Yes,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,Ontario,Male,0,5209,Yes,8,12,33.9,0,No,No,No,No,0.0,0,406.8,712.85,50,2,4
No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,Diamond Bar,Male,0,4329,No,0,7,45.93,48,No,No,Yes,Yes,0.0,0,321.51,961.21,22,0,5
No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,Pomona,Male,0,5457,No,0,9,38.65,26,No,No,No,Yes,0.0,0,347.85,696.0,19,0,4
Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Pomona,Female,1,4423,Yes,1,43,13.84,18,Yes,Yes,No,No,0.0,140,595.12,5269.02,80,0,2
Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,Pomona,Male,0,4777,Yes,2,58,5.01,23,Yes,Yes,Yes,Yes,0.0,0,290.58,5854.23,54,2,4
Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Rosemead,Male,1,3392,Yes,1,16,15.16,7,Yes,No,No,Yes,0.0,0,242.56,1830.11,69,0,2
Yes,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,San Dimas,Male,0,5113,Yes,5,2,7.27,0,No,No,No,No,0.0,0,14.54,54.79,37,2,4
Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,San Gabriel,Female,1,2750,Yes,1,8,16.88,6,Yes,No,Yes,Yes,0.0,0,135.04,977.94,47,0,2
Yes,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,San Gabriel,Female,0,4078,Yes,5,40,22.2,76,Yes,No,Yes,Yes,0.0,0,888.0,5116.55,24,0,4
No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,Temple City,Male,0,4544,No,0,9,34.34,6,No,No,No,No,0.0,50,309.06,1143.51,43,0,4
No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,Upland,Male,0,5549,No,0,41,45.22,15,No,Yes,No,Yes,0.0,0,1854.02,5583.77,62,0,3
No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,Upland,Female,0,4020,No,0,26,39.84,42,Yes,No,No,Yes,0.0,0,1035.84,2442.74,27,0,4
Yes,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,Walnut,Female,0,3160,Yes,1,33,15.45,59,No,Yes,No,Yes,0.0,0,509.85,2367.15,27,0,3
Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,West Covina,Male,0,4437,Yes,9,68,8.88,17,Yes,Yes,Yes,Yes,0.0,0,603.84,7926.34,56,2,3
Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,West Covina,Female,0,4872,Yes,10,65,36.49,9,Yes,Yes,Yes,Yes,0.0,0,2371.85,9097.35,65,0,4
No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,West Covina,Male,0,5151,No,0,55,27.65,26,No,Yes,Yes,No,0.0,0,1520.75,5148.05,47,0,3
No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Alhambra,Male,1,4115,No,0,20,5.54,59,Yes,No,No,Yes,0.0,0,110.8,1872.25,20,0,1
No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,Alhambra,Male,0,4446,No,0,19,43.11,2,No,Yes,Yes,Yes,0.0,0,819.09,2545.04,49,0,3
No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,Alpine,Female,0,5470,No,0,45,13.82,8,Yes,No,Yes,Yes,0.0,0,621.9,4814.05,42,0,3
Yes,70,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,Bonita,Female,0,5219,No,0,70,26.85,0,No,No,No,No,0.0,0,1879.5,3290.7,32,1,3
No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Boulevard,Female,1,5172,No,0,2,8.32,16,No,No,No,Yes,0.0,0,16.64,181.14,44,0,3
No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Campo,Female,1,4464,No,0,27,11.09,6,No,No,Yes,Yes,0.0,0,299.43,3024.03,48,0,2
Yes,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,Chula Vista,Female,0,5453,Yes,10,12,40.34,0,No,No,No,No,0.0,0,484.08,748.63,60,0,4
No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,Chula Vista,Male,0,5592,No,0,72,0.0,71,Yes,Yes,Yes,Yes,0.0,0,0.0,4671.7,20,3,3
No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,Chula Vista,Male,0,5674,No,0,12,13.88,8,No,No,Yes,Yes,0.0,0,166.56,1340.11,38,0,5
No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Chula Vista,Female,1,3368,No,0,5,30.05,11,No,No,No,Yes,0.0,0,150.25,468.75,71,0,3
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,Chula Vista,Male,0,5775,Yes,7,71,30.59,19,Yes,No,No,No,0.0,140,2171.89,10025.44,68,0,3
No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,Descanso,Male,0,2715,No,0,35,3.04,18,Yes,Yes,No,Yes,0.0,0,106.4,2577.65,79,0,4
Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,Dulzura,Male,0,5035,Yes,10,70,39.06,75,Yes,Yes,Yes,Yes,0.0,0,2734.2,10576.5,54,3,3
No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,Guatay,Female,0,2421,No,0,31,38.78,59,No,No,No,Yes,0.0,0,1202.18,3429.98,30,0,5
Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Imperial Beach,Male,1,4751,Yes,1,52,46.59,26,Yes,Yes,Yes,No,0.0,120,2422.68,7532.93,63,0,3
No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Jacumba,Male,1,4424,No,0,37,38.06,19,Yes,No,No,Yes,0.0,0,1408.22,5152.27,73,0,1
No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Jamul,Male,1,6350,No,0,69,20.44,3,No,Yes,Yes,Yes,0.0,0,1410.36,8630.71,52,0,3
Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,La Mesa,Male,0,2009,Yes,1,30,2.86,19,No,No,No,Yes,0.0,0,85.8,2437.25,65,0,3
No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,La Mesa,Female,0,4460,No,0,33,16.76,85,No,No,Yes,Yes,0.0,0,553.08,3542.68,26,0,4
Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,Lemon Grove,Male,0,4425,Yes,5,54,32.56,16,Yes,Yes,No,Yes,0.0,0,1758.24,7835.99,77,0,4
No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,Mount Laguna,Female,0,4244,No,0,59,28.32,9,No,Yes,Yes,No,0.0,150,1670.88,5891.83,62,0,3
No,55,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,National City,Male,0,5829,No,0,55,0.0,30,No,No,No,Yes,0.0,0,0.0,2479.05,77,0,3
Yes,69,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,Pine Valley,Male,0,5681,Yes,7,69,0.0,13,Yes,No,No,Yes,0.0,0,0.0,2134.3,69,0,3
No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,Potrero,Female,0,5868,No,0,66,31.93,15,No,No,No,Yes,0.0,0,2107.38,8107.48,33,0,5
Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,Spring Valley,Male,0,3483,Yes,1,37,35.67,76,Yes,Yes,No,Yes,0.0,0,1319.79,3522.89,28,3,4
Yes,9,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,Spring Valley,Male,0,5601,Yes,3,9,22.79,0,No,No,No,No,0.0,0,205.11,388.26,79,0,3
Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,Tecate,Male,0,4667,Yes,9,69,26.35,53,Yes,Yes,Yes,Yes,0.0,0,1818.15,8012.25,47,3,3
No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,Bonsall,Male,0,2385,No,0,10,1.48,25,No,No,No,No,0.0,90,14.8,743.75,36,0,3
No,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Borrego Springs,Male,1,2810,No,0,40,8.08,76,No,No,No,Yes,0.0,0,323.2,2462.4,20,1,1
No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,Cardiff By The Sea,Male,0,3660,No,0,13,30.19,17,No,No,Yes,Yes,0.0,0,392.47,1224.22,50,1,5
No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Carlsbad,Female,1,5656,No,0,6,1.15,3,No,No,No,Yes,0.0,0,6.9,528.2,53,0,1
Yes,69,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,Carlsbad,Female,0,4554,Yes,6,69,11.47,0,No,No,No,No,0.0,0,791.43,2128.93,64,3,4
Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,Del Mar,Female,0,5360,Yes,3,66,6.94,23,Yes,Yes,Yes,Yes,0.0,0,458.04,7639.99,73,0,3
No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,El Cajon,Male,1,3407,No,0,11,15.03,13,Yes,No,No,Yes,0.0,0,165.33,773.33,60,0,1
Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,El Cajon,Male,0,4258,Yes,9,46,38.45,15,Yes,Yes,No,Yes,0.0,0,1768.7,4328.8,52,2,4
No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,El Cajon,Female,1,5800,No,0,6,2.6,22,No,No,Yes,Yes,0.0,0,15.6,593.2,43,0,1
Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,Encinitas,Female,0,5012,Yes,5,56,13.94,11,Yes,Yes,Yes,Yes,0.0,0,780.64,6733.64,36,2,3
Yes,70,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,Escondido,Male,0,5114,No,0,70,1.22,0,No,No,No,No,0.0,0,85.4,1875.55,28,3,3
Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,Escondido,Female,0,3555,Yes,2,33,31.59,18,Yes,Yes,Yes,No,0.0,20,1042.47,3593.87,47,2,5
Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,Escondido,Female,0,6063,Yes,8,72,22.62,27,No,Yes,No,Yes,0.0,0,1628.64,6388.94,56,3,3
Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Fallbrook,Female,1,4176,Yes,5,3,23.26,42,No,No,Yes,No,0.0,20,69.78,382.63,21,0,1
No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,Escondido,Female,0,3749,No,0,19,4.03,26,No,Yes,No,Yes,0.0,0,76.57,1030.22,59,2,3
No,5,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Julian,Female,1,3561,No,0,5,0.0,15,No,No,No,Yes,0.0,0,0.0,198.0,79,0,3
Yes,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,La Jolla,Female,0,5617,Yes,8,71,43.61,27,Yes,Yes,Yes,Yes,0.0,0,3096.31,8801.36,48,0,5
Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Lakeside,Male,1,3683,Yes,1,8,47.91,23,No,No,No,Yes,0.0,0,383.28,993.18,51,0,2
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,Oceanside,Male,0,4801,No,0,1,7.32,0,No,No,No,No,0.0,0,7.32,27.87,29,0,4
No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Oceanside,Female,1,2119,No,0,1,22.48,5,No,No,No,Yes,0.0,0,22.48,102.13,57,0,3
No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,Oceanside,Female,0,4785,No,0,61,5.55,7,Yes,Yes,Yes,Yes,0.0,0,338.55,7332.2,58,0,4
Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,Pala,Female,0,6420,Yes,6,71,0.0,19,No,Yes,Yes,Yes,0.0,0,0.0,4122.65,44,1,4
Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,Palomar Mountain,Female,0,4480,Yes,5,68,9.76,15,Yes,No,No,No,0.0,150,663.68,6576.63,48,0,5
No,46,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,Pauma Valley,Male,0,3007,No,0,46,0.0,18,Yes,Yes,No,Yes,0.0,0,0.0,1537.85,35,0,3
No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,Poway,Male,0,3957,No,0,33,25.71,48,No,No,No,Yes,0.0,0,848.43,3451.73,29,0,4
Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,Ramona,Female,0,4190,Yes,1,53,28.36,17,Yes,Yes,Yes,Yes,0.0,0,1503.08,7069.48,64,1,3
Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,Ranchita,Female,0,5211,Yes,1,50,9.18,2,Yes,No,Yes,Yes,0.0,0,459.0,5890.9,70,0,3
No,57,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,Rancho Santa Fe,Female,0,5281,No,0,57,0.0,24,Yes,Yes,No,Yes,0.0,0,0.0,2258.25,44,0,4
Yes,54,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,San Marcos,Female,0,5646,Yes,1,54,41.93,0,No,No,No,No,0.0,0,2264.22,3356.57,48,4,3
Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,Santa Ysabel,Female,0,5084,Yes,1,60,36.71,25,Yes,No,Yes,No,0.0,110,2202.6,8713.85,71,0,5
Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Santee,Female,1,4994,Yes,1,28,16.43,20,No,Yes,No,Yes,0.0,0,460.04,3272.24,67,0,3
Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Solana Beach,Female,1,2943,Yes,1,1,39.79,7,No,No,No,Yes,0.0,0,39.79,119.84,53,0,3
Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,San Marcos,Male,1,5292,Yes,1,29,4.0,48,Yes,No,Yes,Yes,0.0,0,116.0,2814.35,25,0,1
Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,Valley Center,Female,0,3137,Yes,1,10,25.89,22,No,Yes,Yes,Yes,0.0,0,258.9,875.8,59,1,5
No,43,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,Vista,Male,0,3176,No,0,43,0.0,25,Yes,No,No,Yes,0.0,0,0.0,1912.85,41,2,3
Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,Vista,Male,0,5225,Yes,1,13,36.57,26,No,No,No,Yes,0.0,0,475.41,1324.51,78,0,5
Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,Warner Springs,Female,0,3972,Yes,1,43,38.53,27,Yes,Yes,Yes,Yes,24.9,0,1656.79,5092.19,42,0,4
Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Rancho Santa Fe,Male,1,3427,Yes,1,19,14.09,25,No,No,Yes,No,0.0,130,267.71,1863.46,59,0,2
Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,San Diego,Male,0,4142,Yes,1,1,24.33,59,No,No,Yes,Yes,0.0,0,24.33,114.43,20,3,3
No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,San Diego,Female,0,4631,No,0,69,25.73,22,Yes,Yes,Yes,Yes,15.38,0,1775.37,7315.29,46,0,3
Yes,61,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,San Diego,Female,0,5974,Yes,1,61,10.94,0,No,No,No,No,5.15,0,667.34,1940.99,64,0,3
Yes,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,San Diego,Male,0,2168,Yes,1,43,26.1,17,No,Yes,No,Yes,6.41,0,1122.3,4023.24,42,0,3
Yes,6,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,San Diego,Female,1,5579,Yes,1,6,31.7,0,No,No,No,No,0.0,0,190.2,336.5,62,0,3
No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,San Diego,Male,1,2180,No,0,1,6.44,4,No,Yes,No,Yes,0.0,0,6.44,57.69,58,0,1
Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,San Diego,Male,0,5955,Yes,1,56,3.79,14,No,No,Yes,Yes,41.66,0,212.24,5123.53,43,0,4
Yes,70,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,San Diego,Female,0,4858,Yes,5,70,0.0,46,Yes,Yes,Yes,Yes,46.06,0,0.0,4458.84,21,0,3
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,San Diego,Male,1,3037,No,0,1,11.73,24,No,No,No,Yes,0.0,0,11.73,57.33,31,0,1
Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,San Diego,Male,0,5542,Yes,7,49,36.08,59,Yes,No,No,Yes,33.13,0,1767.92,6254.94,27,2,3
No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,San Diego,Female,1,4248,No,0,6,48.89,22,No,Yes,No,Yes,0.0,0,293.34,560.69,49,0,2
Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,San Diego,Female,0,4343,Yes,1,32,19.76,59,Yes,Yes,Yes,Yes,12.66,0,632.32,2936.51,26,1,4
Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,San Diego,Female,0,6010,Yes,1,72,35.04,22,Yes,Yes,No,Yes,0.0,0,2522.88,10598.23,73,0,4
No,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,San Diego,Male,0,5447,No,0,37,49.99,27,No,Yes,No,No,48.79,110,1849.63,4213.19,45,1,3
Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,San Diego,Female,0,4328,Yes,9,69,24.17,5,No,Yes,Yes,Yes,3.59,0,1667.73,8916.04,59,0,4
Yes,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,San Diego,Female,0,3350,Yes,7,26,11.23,48,Yes,Yes,Yes,Yes,44.86,0,291.98,2325.67,26,0,4
Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,Coronado,Female,0,4605,Yes,2,58,43.01,30,Yes,No,Yes,Yes,34.83,0,2494.58,8685.15,61,3,4
No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,San Diego,Male,0,3398,No,0,24,7.52,85,No,Yes,No,Yes,28.42,0,180.48,1394.31,28,0,3
Yes,5,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,San Diego,Male,0,3629,Yes,1,5,41.21,0,No,No,No,No,0.0,0,206.05,305.5,27,2,3
Yes,15,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,San Diego,Male,1,4672,Yes,1,15,31.14,0,No,No,No,No,0.0,0,467.1,755.15,59,3,1
Yes,30,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,San Diego,Female,0,5045,Yes,1,30,12.85,0,No,No,No,No,49.79,0,385.5,934.96,24,1,3
Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,San Diego,Female,0,5501,No,0,55,35.38,13,No,Yes,No,No,44.53,150,1945.9,5513.47,41,0,4
Yes,25,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,San Diego,Female,1,5024,Yes,1,25,0.0,82,No,No,No,Yes,0.0,0,0.0,853.0,19,0,1
Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,San Diego,Male,1,2415,Yes,1,10,11.12,30,Yes,Yes,No,No,0.0,100,111.2,1145.3,72,0,1
Yes,44,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,San Diego,Male,0,4896,Yes,1,44,0.0,59,Yes,Yes,Yes,Yes,47.45,0,0.0,2327.75,19,2,4
No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,San Diego,Female,0,5774,No,0,47,26.35,5,No,Yes,No,Yes,0.0,0,1238.45,4051.5,55,0,4
